   	#	(	)	*	+	,	-	/	0	;	=	A	C	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	U	V	W	Y	Z	b	c	f	q	r	s	t	u	v	w	x	y	{	}	
81	 0	 0	s114	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
82	 0	 0	 0	 0	 0	 0	 0	 0	 0	r36	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G115	 0	 0	 0	 0	 0	 0	 0	 0	 0	s55	 0	 0	
83	 0	 0	 0	 0	s57	 0	s58	 0	 0	r18	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G116	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r18	 0	 0	
84	 0	 0	 0	 0	s57	 0	s58	 0	 0	r19	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G117	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r19	 0	 0	
85	 0	 0	 0	s60	r24	 0	r24	s61	 0	r24	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G118	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r24	 0	 0	
86	 0	 0	 0	s60	r25	 0	r25	s61	 0	r25	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G119	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r25	 0	 0	
87	 0	 0	s120	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
88	 0	 0	 0	r45	r45	 0	r45	r45	 0	r45	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r45	 0	 0	
89	 0	 0	r46	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
90	 0	 0	r47	 0	 0	s122	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G121	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
91	 0	 0	r15	 0	 0	r15	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G123	 0	 0	 0	 0	 0	 0	 0	 0	 0	s124	 0	 0	
92	 0	 0	r16	 0	s126	r16	s127	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G125	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r16	 0	 0	
93	 0	 0	r22	s129	r22	r22	r22	s130	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G128	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r22	 0	 0	
94	 0	 0	r28	r28	r28	r28	r28	r28	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r28	 0	 0	
95	 0	s132	r29	r29	r29	r29	r29	r29	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G131	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r29	 0	 0	
96	 0	 0	r30	r30	r30	r30	r30	r30	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r30	 0	 0	
97	 0	s71	 0	 0	 0	 0	 0	 0	s68	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G65	G66	G67	 0	 0	 0	 0	G133	 0	 0	 0	 0	 0	s70	s69	 0	 0	 0	 0	 0	 0	 0	 0	 0	
98	 0	 0	 0	r32	r32	 0	r32	r32	 0	r32	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r32	 0	 0	
99	 0	 0	r35	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
100	 0	s71	 0	 0	 0	 0	 0	 0	s68	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G134	G66	G67	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s70	s69	 0	 0	 0	 0	 0	 0	 0	 0	 0	
101	 0	 0	r17	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r17	 0	 0	
102	 0	s71	 0	 0	 0	 0	 0	 0	s68	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G135	G67	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s70	s69	 0	 0	 0	 0	 0	 0	 0	 0	 0	
103	 0	s71	 0	 0	 0	 0	 0	 0	s68	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G136	G67	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s70	s69	 0	 0	 0	 0	 0	 0	 0	 0	 0	
104	 0	 0	r23	 0	r23	 0	r23	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r23	 0	 0	
105	 0	s71	 0	 0	 0	 0	 0	 0	s68	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G137	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s70	s69	 0	 0	 0	 0	 0	 0	 0	 0	 0	
106	 0	s71	 0	 0	 0	 0	 0	 0	s68	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G138	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s70	s69	 0	 0	 0	 0	 0	 0	 0	 0	 0	
107	 0	 0	r31	r31	r31	 0	r31	r31	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r31	 0	 0	
108	 0	s97	s140	 0	 0	 0	 0	 0	s94	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G91	G92	G93	 0	 0	G89	G139	G90	 0	 0	 0	 0	 0	s96	s95	 0	 0	 0	 0	 0	 0	 0	 0	 0	
109	 0	 0	s141	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
110	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G142	 0	 0	 0	G9	G13	G12	G10	G11	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s15	 0	 0	s14	s17	 0	s16	 0	s8	 0	
111	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G143	 0	 0	 0	G145	G149	G148	G146	G147	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s151	 0	 0	s150	s153	 0	s152	 0	s144	 0	
112	 0	 0	 0	 0	 0	 0	 0	 0	 0	r9	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
113	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G154	 0	 0	 0	G156	G26	G25	G23	G24	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s28	 0	 0	s27	s30	 0	s29	 0	s155	 0	
114	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G157	 0	 0	 0	G159	G163	G162	G160	G161	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s165	 0	 0	s164	s167	 0	s166	 0	s158	 0	
115	 0	 0	 0	 0	 0	 0	 0	 0	 0	r37	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
116	 0	 0	 0	 0	 0	 0	 0	 0	 0	r20	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r20	 0	 0	
117	 0	 0	 0	 0	 0	 0	 0	 0	 0	r21	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r21	 0	 0	
118	 0	 0	 0	 0	r26	 0	r26	 0	 0	r26	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r26	 0	 0	
119	 0	 0	 0	 0	r27	 0	r27	 0	 0	r27	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r27	 0	 0	
120	 0	 0	 0	r44	r44	 0	r44	r44	 0	r44	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r44	 0	 0	
121	 0	 0	r48	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
122	 0	s97	 0	 0	 0	 0	 0	 0	s94	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G91	G92	G93	 0	 0	 0	 0	G168	 0	 0	 0	 0	 0	s96	s95	 0	 0	 0	 0	 0	 0	 0	 0	 0	
123	 0	 0	r35	 0	 0	r35	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
124	 0	s97	 0	 0	 0	 0	 0	 0	s94	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G169	G92	G93	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s96	s95	 0	 0	 0	 0	 0	 0	 0	 0	 0	
125	 0	 0	r17	 0	 0	r17	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r17	 0	 0	
126	 0	s97	 0	 0	 0	 0	 0	 0	s94	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G170	G93	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s96	s95	 0	 0	 0	 0	 0	 0	 0	 0	 0	
127	 0	s97	 0	 0	 0	 0	 0	 0	s94	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G171	G93	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s96	s95	 0	 0	 0	 0	 0	 0	 0	 0	 0	
128	 0	 0	r23	 0	r23	r23	r23	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r23	 0	 0	
129	 0	s97	 0	 0	 0	 0	 0	 0	s94	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G172	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s96	s95	 0	 0	 0	 0	 0	 0	 0	 0	 0	
130	 0	s97	 0	 0	 0	 0	 0	 0	s94	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G173	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s96	s95	 0	 0	 0	 0	 0	 0	 0	 0	 0	
131	 0	 0	r31	r31	r31	r31	r31	r31	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r31	 0	 0	
132	 0	s97	s175	 0	 0	 0	 0	 0	s94	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G91	G92	G93	 0	 0	G89	G174	G90	 0	 0	 0	 0	 0	s96	s95	 0	 0	 0	 0	 0	 0	 0	 0	 0	
133	 0	 0	s176	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
134	 0	 0	r36	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G177	 0	 0	 0	 0	 0	 0	 0	 0	 0	s100	 0	 0	
135	 0	 0	r18	 0	s102	 0	s103	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G178	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r18	 0	 0	
136	 0	 0	r19	 0	s102	 0	s103	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G179	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r19	 0	 0	
137	 0	 0	r24	s105	r24	 0	r24	s106	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G180	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r24	 0	 0	
138	 0	 0	r25	s105	r25	 0	r25	s106	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G181	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r25	 0	 0	
139	 0	 0	s182	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
140	 0	 0	r45	r45	r45	 0	r45	r45	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r45	 0	 0	
141	 0	 0	r32	r32	r32	 0	r32	r32	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r32	 0	 0	
142	r39	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
143	r41	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G183	 0	 0	 0	 0	 0	 0	 0	 0	s184	 0	 0	 0	 0	
144	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G185	G186	G20	G21	G26	G25	G23	G24	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s28	s22	 0	s27	s30	 0	s29	 0	 0	 0	
145	r5	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r5	 0	 0	 0	 0	
146	r12	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r12	 0	 0	 0	 0	
147	r33	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r33	 0	 0	 0	 0	
148	r38	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r38	 0	 0	 0	 0	
149	r40	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r40	 0	 0	 0	 0	
150	 0	s39	 0	 0	 0	 0	 0	 0	s36	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G187	G33	G34	G35	 0	 0	 0	 0	G188	 0	 0	 0	 0	 0	s38	s37	 0	 0	 0	 0	 0	 0	 0	 0	 0	
151	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s189	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
152	 0	s190	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
153	 0	s191	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
154	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r39	 0	 0	r39	r39	 0	r39	 0	 0	r39	
155	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G192	G193	G20	G21	G26	G25	G23	G24	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s28	s22	 0	s27	s30	 0	s29	 0	 0	 0	
156	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r5	 0	 0	r5	r5	 0	r5	 0	 0	r5	
157	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G194	 0	 0	 0	r41	 0	 0	r41	r41	s195	r41	 0	 0	r41	
158	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	G196	G197	G20	G21	G26	G25	G23	G24	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	s28	s22	 0	s27	s30	 0	s29	 0	 0	 0	
159	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r5	 0	 0	r5	r5	r5	r5	 0	 0	r5	
160	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r12	 0	 0	r12	r12	r12	r12	 0	 0	r12	
161	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	r33	 0	 0	r33	r33	r33	r33	 0	 0	r33	
